State,Year,Quarter,Brands,Count,Percentage
ladakh,2020,1,Realme,2292,5.0
ladakh,2020,1,Apple,1130,2.0
ladakh,2020,1,OnePlus,1058,2.0
ladakh,2020,1,Motorola,787,2.0
ladakh,2020,1,Huawei,703,1.0
ladakh,2020,1,Lenovo,453,1.0
ladakh,2020,1,Others,2034,4.0
ladakh,2020,2,Xiaomi,15512,29.0
ladakh,2020,2,Vivo,11201,21.0
ladakh,2020,2,Samsung,9371,18.0
ladakh,2020,2,Oppo,7736,15.0
ladakh,2020,2,Realme,2628,5.0
ladakh,2020,2,Apple,1234,2.0
ladakh,2020,2,OnePlus,1131,2.0
ladakh,2020,2,Motorola,828,2.0
ladakh,2020,2,Huawei,786,1.0
ladakh,2020,2,Lenovo,461,1.0
ladakh,2020,2,Others,2146,4.0
ladakh,2020,3,Xiaomi,17122,29.0
ladakh,2020,3,Vivo,12388,21.0
ladakh,2020,3,Samsung,10309,18.0
ladakh,2020,3,Oppo,8583,15.0
ladakh,2020,3,Realme,3003,5.0
ladakh,2020,3,Apple,1338,2.0
ladakh,2020,3,OnePlus,1228,2.0
ladakh,2020,3,Motorola,865,1.0
ladakh,2020,3,Huawei,851,1.0
ladakh,2020,3,Lenovo,500,1.0
ladakh,2020,3,Others,2214,4.0
ladakh,2020,4,Xiaomi,18866,29.0
ladakh,2020,4,Vivo,13750,21.0
ladakh,2020,4,Samsung,11484,18.0
ladakh,2020,4,Oppo,9683,15.0
ladakh,2020,4,Realme,3480,5.0
ladakh,2020,4,Apple,1484,2.0
ladakh,2020,4,OnePlus,1397,2.0
ladakh,2020,4,Huawei,924,1.0
ladakh,2020,4,Motorola,912,1.0
ladakh,2020,4,Lenovo,524,1.0
ladakh,2020,4,Others,2349,4.0
ladakh,2021,1,Xiaomi,20199,29.0
ladakh,2021,1,Vivo,15183,22.0
ladakh,2021,1,Samsung,12232,17.0
ladakh,2021,1,Oppo,10382,15.0
ladakh,2021,1,Realme,3940,6.0
ladakh,2021,1,Apple,1613,2.0
ladakh,2021,1,OnePlus,1531,2.0
ladakh,2021,1,Huawei,941,1.0
ladakh,2021,1,Motorola,924,1.0
ladakh,2021,1,Lenovo,520,1.0
ladakh,2021,1,Others,2454,4.0
ladakh,2021,2,Xiaomi,21227,28.0
ladakh,2021,2,Vivo,16463,22.0
ladakh,2021,2,Samsung,13134,18.0
ladakh,2021,2,Oppo,11029,15.0
ladakh,2021,2,Realme,4715,6.0
ladakh,2021,2,Apple,1823,2.0
ladakh,2021,2,OnePlus,1741,2.0
ladakh,2021,2,Motorola,922,1.0
ladakh,2021,2,Huawei,894,1.0
ladakh,2021,2,Lenovo,490,1.0
ladakh,2021,2,Others,2610,3.0
ladakh,2021,3,Xiaomi,22384,28.0
ladakh,2021,3,Vivo,18124,22.0
ladakh,2021,3,Samsung,13661,17.0
ladakh,2021,3,Oppo,12095,15.0
ladakh,2021,3,Realme,5579,7.0
ladakh,2021,3,OnePlus,2176,3.0
ladakh,2021,3,Apple,2004,2.0
ladakh,2021,3,Huawei,1013,1.0
ladakh,2021,3,Motorola,910,1.0
ladakh,2021,3,Lenovo,476,1.0
ladakh,2021,3,Others,2788,3.0
ladakh,2021,4,Xiaomi,23462,27.0
ladakh,2021,4,Vivo,19473,22.0
ladakh,2021,4,Samsung,14073,16.0
ladakh,2021,4,Oppo,12900,15.0
ladakh,2021,4,Realme,6879,8.0
ladakh,2021,4,OnePlus,2678,3.0
ladakh,2021,4,Apple,2358,3.0
ladakh,2021,4,Huawei,958,1.0
ladakh,2021,4,Motorola,912,1.0
ladakh,2021,4,Lenovo,449,1.0
ladakh,2021,4,Others,2915,3.0
ladakh,2022,1,Xiaomi,24460,26.0
ladakh,2022,1,Vivo,20679,22.0
ladakh,2022,1,Samsung,14554,16.0
ladakh,2022,1,Oppo,13813,15.0
ladakh,2022,1,Realme,7852,8.0
ladakh,2022,1,OnePlus,2984,3.0
ladakh,2022,1,Apple,2655,3.0
ladakh,2022,1,Huawei,996,1.0
ladakh,2022,1,Motorola,921,1.0
ladakh,2022,1,Lenovo,502,1.0
ladakh,2022,1,Others,3076,3.0
lakshadweep,2018,1,Samsung,102,20.0
lakshadweep,2018,1,Xiaomi,100,20.0
lakshadweep,2018,1,Vivo,67,13.0
lakshadweep,2018,1,Oppo,56,11.0
lakshadweep,2018,1,Huawei,25,5.0
lakshadweep,2018,1,OnePlus,22,4.0
lakshadweep,2018,1,Apple,20,4.0
lakshadweep,2018,1,Realme,20,4.0
lakshadweep,2018,1,Gionee,12,2.0
lakshadweep,2018,1,COOLPAD,10,2.0
lakshadweep,2018,1,Others,67,13.0
lakshadweep,2018,2,Xiaomi,147,21.0
lakshadweep,2018,2,Samsung,128,19.0
lakshadweep,2018,2,Vivo,97,14.0
lakshadweep,2018,2,Oppo,87,13.0
lakshadweep,2018,2,Apple,35,5.0
lakshadweep,2018,2,Huawei,31,5.0
lakshadweep,2018,2,OnePlus,29,4.0
lakshadweep,2018,2,Realme,24,3.0
lakshadweep,2018,2,Lenovo,16,2.0
lakshadweep,2018,2,Gionee,15,2.0
lakshadweep,2018,2,Others,77,11.0
lakshadweep,2018,3,Xiaomi,195,21.0
lakshadweep,2018,3,Samsung,166,18.0
lakshadweep,2018,3,Vivo,134,15.0
lakshadweep,2018,3,Oppo,121,13.0
lakshadweep,2018,3,Apple,46,5.0
lakshadweep,2018,3,Huawei,44,5.0
lakshadweep,2018,3,OnePlus,40,4.0
lakshadweep,2018,3,Realme,35,4.0
lakshadweep,2018,3,Lenovo,18,2.0
lakshadweep,2018,3,Gionee,16,2.0
lakshadweep,2018,3,Others,103,11.0
lakshadweep,2018,4,Xiaomi,245,21.0
lakshadweep,2018,4,Samsung,198,17.0
lakshadweep,2018,4,Vivo,190,16.0
lakshadweep,2018,4,Oppo,153,13.0
lakshadweep,2018,4,Huawei,62,5.0
lakshadweep,2018,4,Realme,55,5.0
lakshadweep,2018,4,Apple,51,4.0
lakshadweep,2018,4,OnePlus,47,4.0
lakshadweep,2018,4,Lenovo,24,2.0
lakshadweep,2018,4,Motorola,18,2.0
lakshadweep,2018,4,Others,113,10.0
lakshadweep,2019,1,Xiaomi,298,21.0
lakshadweep,2019,1,Vivo,240,17.0
lakshadweep,2019,1,Samsung,231,16.0
lakshadweep,2019,1,Oppo,198,14.0
lakshadweep,2019,1,Huawei,97,7.0
lakshadweep,2019,1,Realme,67,5.0
lakshadweep,2019,1,Apple,55,4.0
lakshadweep,2019,1,OnePlus,52,4.0
lakshadweep,2019,1,Lenovo,31,2.0
lakshadweep,2019,1,Motorola,24,2.0
lakshadweep,2019,1,Others,123,9.0
lakshadweep,2019,2,Xiaomi,377,22.0
lakshadweep,2019,2,Vivo,309,18.0
lakshadweep,2019,2,Samsung,277,16.0
lakshadweep,2019,2,Oppo,246,14.0
lakshadweep,2019,2,Huawei,132,8.0
lakshadweep,2019,2,Realme,86,5.0
lakshadweep,2019,2,OnePlus,58,3.0
lakshadweep,2019,2,Apple,57,3.0
lakshadweep,2019,2,Lenovo,36,2.0
lakshadweep,2019,2,Motorola,32,2.0
lakshadweep,2019,2,Others,137,8.0
lakshadweep,2019,3,Xiaomi,442,21.0
lakshadweep,2019,3,Vivo,378,18.0
lakshadweep,2019,3,Samsung,343,16.0
lakshadweep,2019,3,Oppo,331,16.0
lakshadweep,2019,3,Huawei,174,8.0
lakshadweep,2019,3,Realme,103,5.0
lakshadweep,2019,3,Apple,68,3.0
lakshadweep,2019,3,OnePlus,64,3.0
lakshadweep,2019,3,Motorola,36,2.0
lakshadweep,2019,3,Lenovo,33,2.0
lakshadweep,2019,3,Others,145,7.0
lakshadweep,2019,4,Xiaomi,496,20.0
lakshadweep,2019,4,Vivo,462,19.0
lakshadweep,2019,4,Samsung,394,16.0
lakshadweep,2019,4,Oppo,371,15.0
lakshadweep,2019,4,Huawei,202,8.0
lakshadweep,2019,4,Realme,124,5.0
lakshadweep,2019,4,Apple,72,3.0
lakshadweep,2019,4,OnePlus,70,3.0
lakshadweep,2019,4,Motorola,37,2.0
lakshadweep,2019,4,Lenovo,35,1.0
lakshadweep,2019,4,Others,164,7.0
lakshadweep,2020,1,Xiaomi,560,20.0
lakshadweep,2020,1,Vivo,548,20.0
lakshadweep,2020,1,Samsung,431,16.0
lakshadweep,2020,1,Oppo,426,15.0
lakshadweep,2020,1,Huawei,237,9.0
lakshadweep,2020,1,Realme,152,5.0
lakshadweep,2020,1,Apple,81,3.0
lakshadweep,2020,1,OnePlus,77,3.0
lakshadweep,2020,1,Lenovo,47,2.0
lakshadweep,2020,1,Motorola,38,1.0
lakshadweep,2020,1,Others,175,6.0
lakshadweep,2020,2,Vivo,654,21.0
lakshadweep,2020,2,Xiaomi,654,21.0
lakshadweep,2020,2,Samsung,495,16.0
lakshadweep,2020,2,Oppo,489,15.0
lakshadweep,2020,2,Huawei,266,8.0
lakshadweep,2020,2,Realme,195,6.0
lakshadweep,2020,2,Apple,85,3.0
lakshadweep,2020,2,OnePlus,81,3.0
lakshadweep,2020,2,Lenovo,44,1.0
lakshadweep,2020,2,Motorola,41,1.0
lakshadweep,2020,2,Others,183,6.0
lakshadweep,2020,3,Vivo,784,22.0
lakshadweep,2020,3,Xiaomi,736,20.0
lakshadweep,2020,3,Oppo,567,16.0
lakshadweep,2020,3,Samsung,550,15.0
lakshadweep,2020,3,Huawei,302,8.0
lakshadweep,2020,3,Realme,222,6.0
lakshadweep,2020,3,Apple,91,2.0
lakshadweep,2020,3,OnePlus,87,2.0
lakshadweep,2020,3,Lenovo,50,1.0
lakshadweep,2020,3,Motorola,44,1.0
lakshadweep,2020,3,Others,211,6.0
lakshadweep,2020,4,Vivo,934,22.0
lakshadweep,2020,4,Xiaomi,838,20.0
lakshadweep,2020,4,Oppo,639,15.0
lakshadweep,2020,4,Samsung,635,15.0
lakshadweep,2020,4,Huawei,346,8.0
lakshadweep,2020,4,Realme,272,7.0
lakshadweep,2020,4,Apple,101,2.0
lakshadweep,2020,4,OnePlus,97,2.0
lakshadweep,2020,4,Lenovo,52,1.0
lakshadweep,2020,4,Motorola,47,1.0
lakshadweep,2020,4,Others,218,5.0
lakshadweep,2021,1,Vivo,1032,23.0
lakshadweep,2021,1,Xiaomi,921,20.0
lakshadweep,2021,1,Oppo,720,16.0
lakshadweep,2021,1,Samsung,693,15.0
lakshadweep,2021,1,Huawei,371,8.0
lakshadweep,2021,1,Realme,302,7.0
lakshadweep,2021,1,Apple,106,2.0
lakshadweep,2021,1,OnePlus,103,2.0
lakshadweep,2021,1,Lenovo,54,1.0
lakshadweep,2021,1,Motorola,46,1.0
lakshadweep,2021,1,Others,229,5.0
lakshadweep,2021,2,Vivo,1118,23.0
lakshadweep,2021,2,Xiaomi,970,20.0
lakshadweep,2021,2,Oppo,771,16.0
lakshadweep,2021,2,Samsung,717,15.0
lakshadweep,2021,2,Huawei,379,8.0
lakshadweep,2021,2,Realme,350,7.0
lakshadweep,2021,2,Apple,121,2.0
lakshadweep,2021,2,OnePlus,118,2.0
lakshadweep,2021,2,Lenovo,60,1.0
lakshadweep,2021,2,Motorola,42,1.0
lakshadweep,2021,2,Others,250,5.0
lakshadweep,2021,3,Vivo,1234,23.0
lakshadweep,2021,3,Xiaomi,1046,20.0
lakshadweep,2021,3,Oppo,816,15.0
lakshadweep,2021,3,Samsung,774,15.0
lakshadweep,2021,3,Realme,413,8.0
lakshadweep,2021,3,Huawei,398,8.0
lakshadweep,2021,3,Apple,134,3.0
lakshadweep,2021,3,OnePlus,132,2.0
lakshadweep,2021,3,Lenovo,55,1.0
lakshadweep,2021,3,Motorola,46,1.0
lakshadweep,2021,3,Others,239,5.0
lakshadweep,2021,4,Vivo,1354,24.0
lakshadweep,2021,4,Xiaomi,1146,20.0
lakshadweep,2021,4,Oppo,899,16.0
lakshadweep,2021,4,Samsung,776,14.0
lakshadweep,2021,4,Realme,448,8.0
lakshadweep,2021,4,Huawei,396,7.0
lakshadweep,2021,4,Apple,151,3.0
lakshadweep,2021,4,OnePlus,143,3.0
lakshadweep,2021,4,Motorola,46,1.0
lakshadweep,2021,4,Lenovo,45,1.0
lakshadweep,2021,4,Others,234,4.0
lakshadweep,2022,1,Vivo,1441,24.0
lakshadweep,2022,1,Xiaomi,1203,20.0
lakshadweep,2022,1,Oppo,956,16.0
lakshadweep,2022,1,Samsung,804,13.0
lakshadweep,2022,1,Realme,507,8.0
lakshadweep,2022,1,Huawei,397,7.0
lakshadweep,2022,1,Apple,176,3.0
lakshadweep,2022,1,OnePlus,160,3.0
lakshadweep,2022,1,Lenovo,50,1.0
lakshadweep,2022,1,Motorola,49,1.0
lakshadweep,2022,1,Others,247,4.0
madhya-pradesh,2018,1,Xiaomi,652241,26.0
madhya-pradesh,2018,1,Samsung,490595,19.0
madhya-pradesh,2018,1,Vivo,380809,15.0
madhya-pradesh,2018,1,Oppo,256901,10.0
madhya-pradesh,2018,1,Realme,146657,6.0
madhya-pradesh,2018,1,Motorola,66919,3.0
madhya-pradesh,2018,1,Micromax,59025,2.0
madhya-pradesh,2018,1,Apple,57650,2.0
madhya-pradesh,2018,1,OnePlus,55940,2.0
madhya-pradesh,2018,1,Lenovo,51523,2.0
madhya-pradesh,2018,1,Others,335343,13.0
madhya-pradesh,2018,2,Xiaomi,890108,26.0
madhya-pradesh,2018,2,Samsung,654270,19.0
madhya-pradesh,2018,2,Vivo,531042,15.0
madhya-pradesh,2018,2,Oppo,352090,10.0
madhya-pradesh,2018,2,Realme,192521,6.0
madhya-pradesh,2018,2,Motorola,85306,2.0
madhya-pradesh,2018,2,Micromax,82296,2.0
madhya-pradesh,2018,2,Apple,72862,2.0
madhya-pradesh,2018,2,OnePlus,68143,2.0
madhya-pradesh,2018,2,Lenovo,65308,2.0
madhya-pradesh,2018,2,Others,447716,13.0
madhya-pradesh,2018,3,Xiaomi,1132909,26.0
madhya-pradesh,2018,3,Samsung,816822,19.0
madhya-pradesh,2018,3,Vivo,697677,16.0
madhya-pradesh,2018,3,Oppo,452478,11.0
madhya-pradesh,2018,3,Realme,239549,6.0
madhya-pradesh,2018,3,Motorola,99876,2.0
madhya-pradesh,2018,3,Micromax,90871,2.0
madhya-pradesh,2018,3,Apple,84853,2.0
madhya-pradesh,2018,3,OnePlus,79210,2.0
madhya-pradesh,2018,3,Lenovo,71683,2.0
madhya-pradesh,2018,3,Others,543381,13.0
madhya-pradesh,2018,4,Xiaomi,1416415,26.0
madhya-pradesh,2018,4,Samsung,1015220,19.0
madhya-pradesh,2018,4,Vivo,905510,17.0
madhya-pradesh,2018,4,Oppo,579831,11.0
madhya-pradesh,2018,4,Realme,294612,5.0
madhya-pradesh,2018,4,Motorola,117954,2.0
madhya-pradesh,2018,4,Micromax,103324,2.0
madhya-pradesh,2018,4,Apple,100071,2.0
madhya-pradesh,2018,4,OnePlus,90958,2.0
madhya-pradesh,2018,4,Lenovo,84373,2.0
madhya-pradesh,2018,4,Others,657174,12.0
madhya-pradesh,2019,1,Xiaomi,1692888,26.0
madhya-pradesh,2019,1,Samsung,1214286,19.0
madhya-pradesh,2019,1,Vivo,1118407,17.0
madhya-pradesh,2019,1,Oppo,713079,11.0
madhya-pradesh,2019,1,Realme,347539,5.0
madhya-pradesh,2019,1,Motorola,132833,2.0
madhya-pradesh,2019,1,Micromax,115580,2.0
madhya-pradesh,2019,1,Apple,114562,2.0
madhya-pradesh,2019,1,OnePlus,102145,2.0
madhya-pradesh,2019,1,Lenovo,94449,1.0
madhya-pradesh,2019,1,Others,768635,12.0
madhya-pradesh,2019,2,Xiaomi,1936039,27.0
madhya-pradesh,2019,2,Samsung,1385430,19.0
madhya-pradesh,2019,2,Vivo,1303162,18.0
madhya-pradesh,2019,2,Oppo,827579,11.0
madhya-pradesh,2019,2,Realme,396497,5.0
madhya-pradesh,2019,2,Motorola,145364,2.0
madhya-pradesh,2019,2,Apple,127711,2.0
madhya-pradesh,2019,2,Micromax,120323,2.0
madhya-pradesh,2019,2,OnePlus,111156,2.0
madhya-pradesh,2019,2,Lenovo,103102,1.0
madhya-pradesh,2019,2,Others,844809,12.0
madhya-pradesh,2019,3,Xiaomi,2182732,27.0
madhya-pradesh,2019,3,Samsung,1532795,19.0
madhya-pradesh,2019,3,Vivo,1494051,18.0
madhya-pradesh,2019,3,Oppo,939484,11.0
madhya-pradesh,2019,3,Realme,456103,6.0
madhya-pradesh,2019,3,Motorola,154465,2.0
madhya-pradesh,2019,3,Apple,139917,2.0
madhya-pradesh,2019,3,Micromax,129516,2.0
madhya-pradesh,2019,3,OnePlus,120190,1.0
madhya-pradesh,2019,3,Huawei,113980,1.0
madhya-pradesh,2019,3,Others,917431,11.0
madhya-pradesh,2019,4,Xiaomi,2450683,27.0
madhya-pradesh,2019,4,Vivo,1711918,19.0
madhya-pradesh,2019,4,Samsung,1704518,19.0
madhya-pradesh,2019,4,Oppo,1069906,12.0
madhya-pradesh,2019,4,Realme,529253,6.0
madhya-pradesh,2019,4,Motorola,165303,2.0
madhya-pradesh,2019,4,Apple,150743,2.0
madhya-pradesh,2019,4,Micromax,136341,1.0
madhya-pradesh,2019,4,OnePlus,127622,1.0
madhya-pradesh,2019,4,Huawei,125734,1.0
madhya-pradesh,2019,4,Others,993220,11.0
madhya-pradesh,2020,1,Xiaomi,2697286,27.0
madhya-pradesh,2020,1,Vivo,1956817,19.0
madhya-pradesh,2020,1,Samsung,1873824,18.0
madhya-pradesh,2020,1,Oppo,1206327,12.0
madhya-pradesh,2020,1,Realme,607456,6.0
madhya-pradesh,2020,1,Motorola,174003,2.0
madhya-pradesh,2020,1,Apple,160868,2.0
madhya-pradesh,2020,1,Huawei,136299,1.0
madhya-pradesh,2020,1,Micromax,135703,1.0
madhya-pradesh,2020,1,OnePlus,133926,1.0
madhya-pradesh,2020,1,Others,1068862,11.0
madhya-pradesh,2020,2,Xiaomi,3003291,26.0
madhya-pradesh,2020,2,Vivo,2247524,20.0
madhya-pradesh,2020,2,Samsung,2084294,18.0
madhya-pradesh,2020,2,Oppo,1376782,12.0
madhya-pradesh,2020,2,Realme,693404,6.0
madhya-pradesh,2020,2,Motorola,185349,2.0
madhya-pradesh,2020,2,Apple,170312,1.0
madhya-pradesh,2020,2,Micromax,147344,1.0
madhya-pradesh,2020,2,Huawei,147224,1.0
madhya-pradesh,2020,2,OnePlus,139482,1.0
madhya-pradesh,2020,2,Others,1179417,10.0
madhya-pradesh,2020,3,Xiaomi,3292397,26.0
madhya-pradesh,2020,3,Vivo,2556833,20.0
madhya-pradesh,2020,3,Samsung,2278237,18.0
madhya-pradesh,2020,3,Oppo,1539499,12.0
madhya-pradesh,2020,3,Realme,799089,6.0
madhya-pradesh,2020,3,Motorola,196221,2.0
madhya-pradesh,2020,3,Apple,181092,1.0
madhya-pradesh,2020,3,Huawei,157340,1.0
madhya-pradesh,2020,3,Micromax,157127,1.0
madhya-pradesh,2020,3,OnePlus,146328,1.0
madhya-pradesh,2020,3,Others,1260061,10.0
madhya-pradesh,2020,4,Xiaomi,3563397,26.0
madhya-pradesh,2020,4,Vivo,2853943,21.0
madhya-pradesh,2020,4,Samsung,2466332,18.0
madhya-pradesh,2020,4,Oppo,1703093,12.0
madhya-pradesh,2020,4,Realme,905866,7.0
madhya-pradesh,2020,4,Motorola,206156,2.0
madhya-pradesh,2020,4,Apple,195195,1.0
madhya-pradesh,2020,4,Huawei,166594,1.0
madhya-pradesh,2020,4,Micromax,164239,1.0
madhya-pradesh,2020,4,Tecno,157894,1.0
madhya-pradesh,2020,4,Others,1355238,10.0
madhya-pradesh,2021,1,Xiaomi,3826173,26.0
madhya-pradesh,2021,1,Vivo,3171754,21.0
madhya-pradesh,2021,1,Samsung,2620433,18.0
madhya-pradesh,2021,1,Oppo,1846729,12.0
madhya-pradesh,2021,1,Realme,1015817,7.0
madhya-pradesh,2021,1,Motorola,211488,1.0
madhya-pradesh,2021,1,Apple,210736,1.0
madhya-pradesh,2021,1,Tecno,184784,1.0
madhya-pradesh,2021,1,Huawei,173653,1.0
madhya-pradesh,2021,1,Micromax,165359,1.0
madhya-pradesh,2021,1,Others,1412501,10.0
madhya-pradesh,2021,2,Xiaomi,4052668,25.0
madhya-pradesh,2021,2,Vivo,3483187,22.0
madhya-pradesh,2021,2,Samsung,2757784,17.0
madhya-pradesh,2021,2,Oppo,2001363,13.0
madhya-pradesh,2021,2,Realme,1196164,8.0
madhya-pradesh,2021,2,Tecno,240188,2.0
madhya-pradesh,2021,2,Apple,228017,1.0
madhya-pradesh,2021,2,Motorola,210526,1.0
madhya-pradesh,2021,2,OnePlus,182565,1.0
madhya-pradesh,2021,2,Huawei,171485,1.0
madhya-pradesh,2021,2,Others,1416988,9.0
madhya-pradesh,2021,3,Xiaomi,4290362,25.0
madhya-pradesh,2021,3,Vivo,3891058,23.0
madhya-pradesh,2021,3,Samsung,2829150,16.0
madhya-pradesh,2021,3,Oppo,2215661,13.0
madhya-pradesh,2021,3,Realme,1404072,8.0
madhya-pradesh,2021,3,Tecno,298534,2.0
madhya-pradesh,2021,3,Apple,249062,1.0
madhya-pradesh,2021,3,OnePlus,224466,1.0
madhya-pradesh,2021,3,Motorola,208788,1.0
madhya-pradesh,2021,3,Huawei,180559,1.0
madhya-pradesh,2021,3,Others,1418521,8.0
madhya-pradesh,2021,4,Xiaomi,4500562,24.0
madhya-pradesh,2021,4,Vivo,4248158,23.0
madhya-pradesh,2021,4,Samsung,2921496,16.0
madhya-pradesh,2021,4,Oppo,2400977,13.0
madhya-pradesh,2021,4,Realme,1682298,9.0
madhya-pradesh,2021,4,Tecno,350126,2.0
madhya-pradesh,2021,4,Apple,293413,2.0
madhya-pradesh,2021,4,OnePlus,264637,1.0
madhya-pradesh,2021,4,Motorola,211860,1.0
madhya-pradesh,2021,4,Huawei,174122,1.0
madhya-pradesh,2021,4,Others,1408594,8.0
madhya-pradesh,2022,1,Xiaomi,4678482,24.0
madhya-pradesh,2022,1,Vivo,4575284,23.0
madhya-pradesh,2022,1,Samsung,3009068,15.0
madhya-pradesh,2022,1,Oppo,2595568,13.0
madhya-pradesh,2022,1,Realme,1935366,10.0
madhya-pradesh,2022,1,Tecno,424783,2.0
madhya-pradesh,2022,1,Apple,325559,2.0
madhya-pradesh,2022,1,OnePlus,303765,2.0
madhya-pradesh,2022,1,Motorola,211431,1.0
madhya-pradesh,2022,1,Huawei,173297,1.0
madhya-pradesh,2022,1,Others,1423544,7.0
maharashtra,2018,1,Xiaomi,1606618,26.0
maharashtra,2018,1,Samsung,1354403,22.0
maharashtra,2018,1,Vivo,722501,12.0
maharashtra,2018,1,Oppo,611419,10.0
maharashtra,2018,1,Motorola,250397,4.0
maharashtra,2018,1,OnePlus,250269,4.0
maharashtra,2018,1,Apple,240145,4.0
maharashtra,2018,1,Realme,238202,4.0
maharashtra,2018,1,Lenovo,157770,3.0
maharashtra,2018,1,Huawei,77241,1.0
maharashtra,2018,1,Others,598029,10.0
maharashtra,2018,2,Xiaomi,2177364,26.0
maharashtra,2018,2,Samsung,1813491,22.0
maharashtra,2018,2,Vivo,1030036,13.0
maharashtra,2018,2,Oppo,852747,10.0
maharashtra,2018,2,Motorola,326189,4.0
maharashtra,2018,2,Realme,312225,4.0
maharashtra,2018,2,OnePlus,312199,4.0
maharashtra,2018,2,Apple,308656,4.0
maharashtra,2018,2,Lenovo,200468,2.0
maharashtra,2018,2,Huawei,103831,1.0
maharashtra,2018,2,Others,785165,10.0
maharashtra,2018,3,Xiaomi,2766078,27.0
maharashtra,2018,3,Samsung,2300594,22.0
maharashtra,2018,3,Vivo,1399253,13.0
maharashtra,2018,3,Oppo,1125654,11.0
maharashtra,2018,3,Realme,390608,4.0
maharashtra,2018,3,Motorola,388369,4.0
maharashtra,2018,3,Apple,375379,4.0
maharashtra,2018,3,OnePlus,373333,4.0
maharashtra,2018,3,Lenovo,228516,2.0
maharashtra,2018,3,Huawei,134410,1.0
maharashtra,2018,3,Others,952839,9.0
maharashtra,2018,4,Xiaomi,3540182,26.0
maharashtra,2018,4,Samsung,2956289,22.0
maharashtra,2018,4,Vivo,1906545,14.0
maharashtra,2018,4,Oppo,1510894,11.0
maharashtra,2018,4,Realme,492198,4.0
maharashtra,2018,4,Apple,470804,4.0
maharashtra,2018,4,Motorola,466650,3.0
maharashtra,2018,4,OnePlus,454556,3.0
maharashtra,2018,4,Lenovo,269382,2.0
maharashtra,2018,4,Huawei,175714,1.0
maharashtra,2018,4,Others,1138388,9.0
maharashtra,2019,1,Xiaomi,4274491,26.0
maharashtra,2019,1,Samsung,3611915,22.0
maharashtra,2019,1,Vivo,2418126,15.0
maharashtra,2019,1,Oppo,1907902,12.0
maharashtra,2019,1,Realme,585138,4.0
maharashtra,2019,1,Apple,558788,3.0
maharashtra,2019,1,Motorola,534307,3.0
maharashtra,2019,1,OnePlus,525104,3.0
maharashtra,2019,1,Lenovo,306357,2.0
maharashtra,2019,1,Huawei,217773,1.0
maharashtra,2019,1,Others,1344550,8.0
maharashtra,2019,2,Xiaomi,4892831,26.0
maharashtra,2019,2,Samsung,4177428,22.0
maharashtra,2019,2,Vivo,2871247,15.0
maharashtra,2019,2,Oppo,2256129,12.0
maharashtra,2019,2,Realme,671555,4.0
maharashtra,2019,2,Apple,637834,3.0
maharashtra,2019,2,Motorola,590477,3.0
maharashtra,2019,2,OnePlus,584246,3.0
maharashtra,2019,2,Lenovo,336952,2.0
maharashtra,2019,2,Huawei,250636,1.0
maharashtra,2019,2,Others,1507640,8.0
maharashtra,2019,3,Xiaomi,5512362,26.0
maharashtra,2019,3,Samsung,4737873,22.0
maharashtra,2019,3,Vivo,3365190,16.0
maharashtra,2019,3,Oppo,2622932,12.0
maharashtra,2019,3,Realme,776018,4.0
maharashtra,2019,3,Apple,710463,3.0
maharashtra,2019,3,OnePlus,640069,3.0
maharashtra,2019,3,Motorola,634763,3.0
maharashtra,2019,3,Lenovo,350502,2.0
maharashtra,2019,3,Huawei,283713,1.0
maharashtra,2019,3,Others,1679196,8.0
maharashtra,2019,4,Xiaomi,6103857,26.0
maharashtra,2019,4,Samsung,5262077,22.0
maharashtra,2019,4,Vivo,3869506,16.0
maharashtra,2019,4,Oppo,2994940,13.0
maharashtra,2019,4,Realme,901700,4.0
maharashtra,2019,4,Apple,765131,3.0
maharashtra,2019,4,OnePlus,681386,3.0
maharashtra,2019,4,Motorola,672128,3.0
maharashtra,2019,4,Lenovo,367641,2.0
maharashtra,2019,4,Huawei,311865,1.0
maharashtra,2019,4,Others,1815066,8.0
maharashtra,2020,1,Xiaomi,6677147,26.0
maharashtra,2020,1,Samsung,5772343,22.0
maharashtra,2020,1,Vivo,4396537,17.0
maharashtra,2020,1,Oppo,3377366,13.0
maharashtra,2020,1,Realme,1031169,4.0
maharashtra,2020,1,Apple,815679,3.0
maharashtra,2020,1,OnePlus,715746,3.0
maharashtra,2020,1,Motorola,704678,3.0
maharashtra,2020,1,Lenovo,387278,1.0
maharashtra,2020,1,Huawei,338054,1.0
maharashtra,2020,1,Others,1952393,7.0
maharashtra,2020,2,Xiaomi,7291300,25.0
maharashtra,2020,2,Samsung,6335245,22.0
maharashtra,2020,2,Vivo,4942835,17.0
maharashtra,2020,2,Oppo,3797269,13.0
maharashtra,2020,2,Realme,1160245,4.0
maharashtra,2020,2,Apple,858658,3.0
maharashtra,2020,2,OnePlus,742365,3.0
maharashtra,2020,2,Motorola,742088,3.0
maharashtra,2020,2,Lenovo,406197,1.0
maharashtra,2020,2,Huawei,362725,1.0
maharashtra,2020,2,Others,2126159,7.0
maharashtra,2020,3,Xiaomi,7895486,25.0
maharashtra,2020,3,Samsung,6914730,22.0
maharashtra,2020,3,Vivo,5536849,18.0
maharashtra,2020,3,Oppo,4210793,13.0
